Inference for Stan model: anon_model_36d21e616971c881d1e45dd863be4cb0.
4 chains, each with iter=10000; warmup=5000; thin=1; 
post-warmup draws per chain=5000, total post-warmup draws=20000.

                  mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
dnu[27]           6.05  3.1e-4 7.5e-3   6.03   6.04   6.05   6.05   6.06  576.0   1.01
dnu[28]           8.31  4.0e-4 9.2e-3    8.3   8.31   8.31   8.32   8.33  533.0   1.01
dnu[29]           4.89  2.5e-4 6.2e-3   4.88   4.89   4.89   4.89    4.9  618.0   1.01
dnu[30]           4.81  3.4e-4 9.0e-3   4.79    4.8   4.81   4.81   4.82  686.0    1.0
dnu[31]           5.75  1.9e-4 5.0e-3   5.74   5.74   5.75   5.75   5.75  675.0    1.0
dnu[32]            6.5  3.1e-4 7.9e-3   6.48   6.49    6.5    6.5   6.51  641.0   1.01
dnu[33]            6.5  3.4e-4 8.1e-3   6.48   6.49    6.5    6.5   6.51  561.0    1.0
dnu[34]           5.32  4.7e-4 9.8e-3    5.3   5.31   5.32   5.33   5.34  440.0   1.01
dnu[35]           5.02  4.3e-4 8.1e-3   5.01   5.02   5.02   5.03   5.04  346.0    1.0
dnu[36]           5.97  5.0e-4   0.01   5.95   5.96   5.97   5.98   5.99  431.0   1.01
dnu[37]           6.73  3.6e-4 7.9e-3   6.72   6.73   6.73   6.74   6.75  497.0   1.01
dnu[38]           7.82  6.1e-4   0.01   7.79   7.81   7.82   7.83   7.85  579.0    1.0
dnu[39]           7.02  2.8e-4 6.4e-3   7.01   7.02   7.02   7.02   7.03  506.0    1.0
dnu[40]           7.23  4.4e-4 9.5e-3   7.21   7.22   7.23   7.23   7.25  464.0    1.0
dnu[41]           4.82  2.5e-4 5.7e-3   4.81   4.82   4.82   4.82   4.83  504.0   1.01
dnu[42]           8.08  2.7e-4 6.6e-3   8.07   8.08   8.08   8.08   8.09  603.0   1.01
dnu[43]           5.32  3.7e-4 9.5e-3    5.3   5.31   5.32   5.33   5.34  649.0   1.01
dnu[44]           5.78  2.3e-4 5.4e-3   5.77   5.77   5.78   5.78   5.79  544.0    1.0
dnu[45]           5.24  3.9e-4 9.1e-3   5.22   5.24   5.24   5.25   5.26  538.0   1.02
dnu[46]           9.52  5.2e-3   0.08   9.36   9.47   9.52   9.57   9.68  244.0   1.01
dnu[47]           8.08  2.9e-4 6.7e-3   8.07   8.08   8.08   8.08   8.09  543.0   1.01
dnu[48]           7.95  2.7e-4 6.9e-3   7.94   7.95   7.95   7.96   7.97  637.0   1.01
dnu[49]           5.66  3.9e-4 8.8e-3   5.64   5.65   5.66   5.67   5.68  518.0    1.0
dnu[50]           6.62  4.6e-4   0.01   6.61   6.62   6.62   6.63   6.64  486.0    1.0
dnu[51]           5.19  2.3e-4 5.8e-3   5.18   5.19   5.19    5.2    5.2  654.0   1.01
dnu[52]           6.64  6.3e-4   0.01   6.62   6.64   6.64   6.65   6.67  491.0   1.01
dnu[53]           5.69  3.0e-4 6.8e-3   5.68   5.69   5.69    5.7   5.71  522.0   1.01
dnu[54]           8.31  3.5e-4 9.0e-3    8.3   8.31   8.31   8.32   8.33  647.0   1.01
dnu[55]           5.27  2.3e-4 6.5e-3   5.25   5.26   5.27   5.27   5.28  777.0    1.0
dnu[56]           8.51  1.5e-3   0.03   8.45   8.49   8.51   8.52   8.56  327.0   1.01
dnu[57]           5.31  4.3e-4   0.01   5.29   5.31   5.31   5.32   5.33  588.0    1.0
dnu[58]           4.91  3.8e-4 8.4e-3    4.9   4.91   4.91   4.92   4.93  478.0   1.01
dnu[59]           5.96  3.6e-4 7.9e-3   5.95   5.96   5.96   5.97   5.98  483.0   1.01
dnu[60]           4.95  2.8e-4 6.6e-3   4.94   4.95   4.95   4.96   4.97  555.0   1.01
numax[1]         55.56    0.03   0.68  54.19  55.11  55.57  56.03  56.88  514.0   1.01
numax[2]        103.65    0.02   0.49 102.67 103.32 103.65  104.0  104.6  577.0    1.0
numax[3]         76.89  8.4e-3   0.23  76.44  76.74  76.89  77.05  77.33  760.0   1.01
numax[4]         67.13    0.02    0.5  66.14  66.79  67.13  67.47  68.11 1069.0    1.0
numax[5]         51.56  8.7e-3   0.23  51.11   51.4  51.56  51.71  52.01  702.0    1.0
numax[6]         95.69  9.1e-3   0.23  95.24  95.53  95.69  95.84  96.14  641.0    1.0
numax[7]         64.49    0.02   0.48  63.57  64.17  64.48  64.82  65.45  601.0    1.0
numax[8]         54.21    0.01   0.24  53.74  54.04   54.2  54.37  54.68  564.0   1.01
numax[9]         45.61    0.01   0.29  45.03  45.41  45.61  45.81  46.17  739.0   1.01
numax[10]        45.73    0.01    0.3  45.13  45.53  45.73  45.93  46.32  502.0    1.0
numax[11]        68.54    0.02   0.59  67.37  68.14  68.54  68.95  69.69  739.0    1.0
numax[12]        47.47    0.01   0.34  46.79  47.23  47.46  47.69  48.15  734.0    1.0
numax[13]        64.51    0.02   0.49  63.56  64.18   64.5  64.84  65.47  601.0    1.0
numax[14]        85.42    0.01   0.44  84.57  85.12  85.41  85.71  86.28  963.0    1.0
numax[15]        53.78    0.01   0.26  53.27   53.6  53.78  53.95  54.28  603.0   1.01
numax[16]        57.14    0.02    0.4  56.39  56.87  57.13  57.41  57.93  631.0   1.01
numax[17]       104.83    0.02   0.29 104.24 104.65 104.84 105.02 105.38  277.0   1.02
numax[18]        66.05    0.02   0.42  65.21  65.76  66.06  66.34  66.86  548.0   1.01
numax[19]        61.98    0.01   0.26  61.48  61.81  61.98  62.15  62.49  631.0    1.0
numax[20]        61.39    0.01   0.37  60.69  61.14  61.39  61.64  62.13  707.0    1.0
numax[21]        58.96    0.02   0.42  58.13  58.68  58.96  59.24  59.78  765.0    1.0
numax[22]       103.62    0.02    0.5 102.67 103.28 103.61 103.95 104.62  544.0   1.02
numax[23]        47.39    0.02   0.42  46.56   47.1  47.38  47.67  48.22  662.0   1.01
numax[24]         60.4    0.02   0.38  59.64  60.14   60.4  60.66  61.14  645.0   1.01
numax[25]        57.09    0.02   0.47  56.19  56.77  57.09  57.41  58.05  664.0   1.02
numax[26]        81.98    0.02   0.67  80.66  81.52  81.99  82.44  83.25  866.0    1.0
numax[27]        61.97    0.01   0.31  61.37  61.76  61.97  62.18  62.57  717.0   1.01
numax[28]       104.92    0.03   0.61 103.74 104.51 104.92 105.32 106.14  543.0   1.01
numax[29]        49.08    0.02   0.35  48.39  48.84  49.08  49.31  49.76  519.0   1.01
numax[30]        47.79    0.01   0.34   47.1  47.57   47.8  48.02  48.45  647.0    1.0
numax[31]        60.87  9.0e-3   0.22  60.42  60.71  60.87  61.02  61.31  621.0   1.01
numax[32]        70.78    0.01   0.35  70.13  70.54  70.77  71.01  71.52  681.0    1.0
numax[33]        70.81    0.01   0.36   70.1  70.57  70.81  71.05  71.52  690.0    1.0
numax[34]        53.49    0.01    0.3  52.92  53.29  53.49  53.69  54.09  762.0    1.0
numax[35]        49.14    0.02   0.31  48.54  48.92  49.13  49.35  49.76  330.0   1.01
numax[36]        71.12    0.02   0.45  70.25  70.81  71.12  71.42  71.99  767.0   1.01
numax[37]        77.41    0.02   0.46   76.5   77.1  77.41  77.72  78.33  464.0   1.02
numax[38]        85.39    0.01   0.43  84.55  85.09  85.38  85.68  86.25 1115.0    1.0
numax[39]        75.91    0.01   0.32  75.29  75.69  75.91  76.13  76.54  484.0   1.01
numax[40]         76.8    0.02   0.46  75.91  76.49  76.79   77.1  77.72  568.0   1.01
numax[41]        46.91    0.01   0.32  46.24   46.7  46.92  47.13  47.53  540.0   1.01
numax[42]        94.78    0.01   0.36  94.08  94.53  94.78  95.03   95.5  628.0   1.01
numax[43]        53.49    0.01    0.3  52.91  53.28  53.49  53.69  54.08  813.0    1.0
numax[44]        61.35    0.01   0.25  60.87  61.18  61.36  61.53  61.84  614.0   1.01
numax[45]        50.87    0.01   0.28  50.31  50.68  50.88  51.06  51.42  680.0   1.01
numax[46]        48.71  4.0e-3   0.14  48.45  48.62  48.71  48.81  48.98 1154.0    1.0
numax[47]        94.79    0.01   0.37  94.07  94.55   94.8  95.04   95.5  653.0   1.01
numax[48]        89.33  9.3e-3   0.25  88.84  89.16  89.34  89.51  89.82  751.0   1.01
numax[49]        61.62    0.02    0.4  60.83  61.36  61.62  61.88  62.41  685.0    1.0
numax[50]        75.71    0.03   0.74  74.25   75.2  75.72  76.24  77.14  508.0    1.0
numax[51]        50.95    0.01   0.32  50.35  50.74  50.95  51.16  51.59  562.0   1.01
numax[52]        87.37    0.03   0.63  86.13  86.94  87.38  87.81  88.58  477.0   1.01
numax[53]        61.41    0.02    0.4  60.63  61.14  61.41  61.68   62.2  675.0    1.0
numax[54]       104.91    0.02   0.58 103.77 104.51 104.91  105.3 106.09  646.0   1.01
numax[55]        48.19  7.8e-3   0.21  47.77  48.04  48.19  48.33  48.61  760.0   1.01
numax[56]         93.6    0.02   0.54  92.54  93.23  93.59  93.96  94.69  849.0    1.0
numax[57]        51.49  9.8e-3   0.27  50.97  51.31  51.49  51.66  52.02  747.0    1.0
numax[58]        48.85    0.02   0.41  48.06  48.57  48.85  49.12  49.65  477.0   1.01
numax[59]        68.56    0.02    0.6  67.36  68.17  68.57  68.96  69.71  757.0   1.01
numax[60]        49.35    0.02   0.32  48.72  49.13  49.34  49.56  49.99  444.0   1.01
phi[1]            0.75    0.01   0.34   0.08   0.52   0.75   0.98   1.42  527.0   1.01
phi[2]            2.06  5.5e-3   0.13   1.79   1.97   2.06   2.15   2.32  602.0    1.0
phi[3]            2.91    0.97   1.39   1.68   2.03   2.22   3.82   5.53    2.0   7.18
phi[4]            0.75    0.47   2.78  -5.51  -0.32   0.91   2.27   5.62   35.0   1.11
phi[5]            1.57 10.0e-3   0.26   1.04    1.4   1.57   1.75   2.08  695.0    1.0
phi[6]            2.26    0.17   0.26   1.68   2.11   2.34   2.44    2.6    2.0   2.42
phi[7]            1.14  8.9e-3   0.24   0.69   0.97   1.13   1.29   1.61  705.0   1.01
phi[8]            1.53  7.0e-3   0.15   1.23   1.42   1.52   1.63   1.83  482.0   1.01
phi[9]            1.76    0.02    0.4   0.93    1.5   1.81   2.06   2.41  318.0   1.01
phi[10]           1.58    0.01    0.2   1.19   1.44   1.58   1.71   1.98  338.0    1.0
phi[11]           0.26  8.4e-3   0.21  -0.17   0.11   0.26    0.4   0.67  652.0   1.01
phi[12]           0.97    0.06   0.61  -0.01   0.51   0.96   1.33   2.52  113.0   1.03
phi[13]           1.15  9.4e-3   0.24    0.7   0.98   1.14    1.3   1.63  634.0    1.0
phi[14]          -0.45    0.25   3.63  -5.92  -4.07  -0.66   2.21   5.92  209.0   1.02
phi[15]           1.76    0.03   0.34   1.29   1.56   1.72    1.9   2.38  123.0   1.02
phi[16]           0.84  8.6e-3   0.23    0.4   0.68   0.83   0.99   1.31  701.0   1.01
phi[17]          -0.12  2.4e-3   0.04  -0.21  -0.15  -0.12   -0.1  -0.04  282.0   1.02
phi[18]           2.06  9.2e-3   0.21   1.63   1.91   2.06    2.2   2.46  537.0    1.0
phi[19]           2.32  9.2e-3   0.19   1.94   2.19   2.31   2.44   2.71  436.0   1.01
phi[20]           1.72    0.97   1.39   0.35   0.83   1.07   2.64   4.44    2.0   5.07
phi[21]           2.44    0.87    1.5   0.86   1.21   1.49   4.26   4.75    3.0   2.42
phi[22]           2.05  5.9e-3   0.14   1.79   1.96   2.05   2.14   2.33  530.0   1.02
phi[23]           0.02    0.28   0.54  -0.75  -0.36   -0.1   0.27   1.32    4.0   1.51
phi[24]           1.94    0.01   0.23   1.49   1.79   1.94    2.1   2.41  422.0   1.01
phi[25]           0.42    0.73   3.83  -6.19   -2.7   0.07   3.33   6.21   28.0   1.16
phi[26]          -0.74    0.87   1.83  -5.06  -2.35  -0.14   0.43   1.71    4.0   1.74
phi[27]           1.47    1.09   1.81  -1.61   0.45   1.83   2.19   5.45    3.0   2.29
phi[28]           1.45  8.3e-3   0.24    1.0   1.29   1.44    1.6   1.94  826.0   1.01
phi[29]           0.62  7.7e-3   0.19   0.26   0.49   0.62   0.75    1.0  600.0    1.0
phi[30]           1.46    0.01   0.27   0.91   1.29   1.47   1.64   1.97  616.0    1.0
phi[31]           1.91  5.0e-3   0.13   1.64   1.82   1.91    2.0   2.17  736.0    1.0
phi[32]           2.47  9.4e-3   0.24   1.98   2.31   2.48   2.63    2.9  642.0   1.01
phi[33]           2.48  9.5e-3   0.24    2.0   2.32   2.49   2.66   2.91  611.0   1.01
phi[34]           1.51    0.01   0.29   0.94   1.33   1.52    1.7   2.07  643.0    1.0
phi[35]            2.3    0.01   0.18   1.95   2.17   2.29   2.42   2.66  303.0   1.01
phi[36]           0.39    0.02   0.38  -0.39   0.15   0.41   0.65   1.08  457.0   1.01
phi[37]           0.72    0.01   0.25   0.19   0.57   0.72   0.88   1.18  397.0   1.01
phi[38]          -0.13    0.27   3.53  -5.81  -3.39  -0.13   2.66   5.84  169.0   1.04
phi[39]           2.18  7.1e-3   0.15   1.88   2.08   2.18   2.29   2.48  466.0   1.01
phi[40]           1.74  9.0e-3    0.2   1.36    1.6   1.73   1.87   2.15  496.0    1.0
phi[41]           0.32  8.2e-3   0.22   -0.1   0.18   0.33   0.47   0.73  697.0    1.0
phi[42]           2.26  6.2e-3   0.14   1.99   2.16   2.26   2.35   2.54  516.0   1.01
phi[43]           1.53    0.02   0.31   0.95   1.33   1.52   1.72   2.17  332.0   1.04
phi[44]           2.02  7.3e-3   0.17   1.69    1.9   2.02   2.14   2.37  572.0   1.01
phi[45]           2.02    0.01   0.26    1.6   1.84   1.99   2.16   2.57  415.0   1.02
phi[46]           1.91     0.6   2.88  -4.14  -0.07   2.31   4.27   6.05   23.0   1.11
phi[47]           2.27  6.0e-3   0.14    2.0   2.17   2.26   2.36   2.56  579.0   1.01
phi[48]           2.56  8.3e-3   0.21   2.13   2.43   2.56    2.7   2.98  655.0   1.01
phi[49]           1.83    0.96   1.38   0.62   0.95   1.16   2.69   4.51    2.0   6.24
phi[50]           1.19    0.01   0.28   0.65    1.0   1.19   1.38   1.73  549.0    1.0
phi[51]           2.25  8.2e-3    0.2   1.88   2.12   2.25   2.38   2.66  585.0   1.01
phi[52]           2.84    0.01   0.26   2.34   2.67   2.85   3.03   3.34  488.0   1.01
phi[53]           1.62    0.01   0.24   1.14   1.47   1.62   1.78   2.11  502.0   1.01
phi[54]           1.45  8.4e-3   0.23   1.01   1.29   1.44    1.6   1.93  784.0    1.0
phi[55]           1.62    0.03   0.49   0.79   1.28   1.54    1.9   2.74  383.0   1.01
phi[56]            1.0    2.24   3.53  -4.72  -1.52   1.87    4.8    5.7    2.0   2.82
phi[57]           1.61  6.4e-3   0.17   1.28   1.49   1.61   1.72   1.93  685.0    1.0
phi[58]           0.62  9.9e-3   0.24   0.15   0.46   0.62   0.79    1.1  612.0   1.01
phi[59]           0.25  9.0e-3   0.22  -0.19   0.11   0.26    0.4   0.66  580.0    1.0
phi[60]           1.11    0.01   0.24   0.64   0.96   1.11   1.27   1.58  553.0   1.01
G[1]              2.45  4.7e-3   0.12   2.24   2.37   2.45   2.53    2.7  637.0   1.01
G[2]              3.17  2.0e-3   0.06   3.05   3.12   3.17   3.21   3.29  944.0   1.01
G[3]              2.53     0.4   0.58   1.49   1.94   2.77   2.91    3.2    2.0   3.95
G[4]              3.47    0.05   0.76   1.77   2.98   3.53    4.0   4.82  224.0   1.01
G[5]              3.06  6.4e-3   0.21   2.63   2.93   3.06   3.19   3.46 1088.0    1.0
G[6]              2.17    0.16   0.24   1.71    2.0   2.26   2.35   2.48    2.0   2.86
G[7]              3.71  6.9e-3    0.2   3.35   3.57   3.69   3.83   4.14  850.0   1.01
G[8]              2.77  2.7e-3   0.09    2.6   2.71   2.76   2.82   2.95 1031.0    1.0
G[9]              2.83    0.03   0.54   2.21   2.46   2.68   3.03   4.32  291.0   1.01
G[10]             2.73    0.02   0.35   2.23   2.45   2.68   2.94   3.54  340.0   1.01
G[11]             5.14    0.01   0.35   4.51   4.89   5.12   5.37   5.87  835.0    1.0
G[12]             2.78    0.04   0.48   1.73   2.47   2.67   3.09   3.81  155.0   1.02
G[13]             3.71  7.5e-3    0.2   3.36   3.57   3.69   3.83   4.16  733.0    1.0
G[14]             2.89    0.02    0.7   1.62   2.37   2.87   3.37   4.29  894.0    1.0
G[15]             2.27  9.0e-3   0.14   2.05   2.18   2.26   2.36   2.55  232.0   1.01
G[16]             2.95    0.02   0.35   2.41    2.7   2.89   3.13   3.81  445.0    1.0
G[17]              6.1  8.9e-4   0.03   6.04   6.08   6.09   6.11   6.15 1049.0   1.01
G[18]             2.48  5.7e-3   0.13   2.22   2.39   2.48   2.57   2.74  559.0    1.0
G[19]             2.46  4.6e-3    0.1   2.25    2.4   2.46   2.53   2.67  490.0   1.01
G[20]             3.98    0.01   0.37   3.33   3.72   3.96   4.21   4.77  759.0   1.01
G[21]             3.58    0.08   0.66   1.91   3.36   3.67   3.97   4.62   72.0   1.03
G[22]             3.17  1.9e-3   0.06   3.05   3.12   3.16   3.21   3.29 1017.0   1.01
G[23]             2.73    0.45   0.71   1.43    2.6   2.97   3.19   3.73    2.0    2.3
G[24]             2.42  4.6e-3   0.11   2.21   2.35   2.42   2.49   2.65  550.0   1.01
G[25]              3.7    0.12   0.87   1.25   3.49   3.87   4.22   4.89   55.0   1.11
G[26]             3.57    0.11   1.01   1.72   2.54    3.9   4.38   5.09   90.0   1.02
G[27]             3.16    0.02   0.42   2.45   2.87   3.11   3.41   4.09  742.0    1.0
G[28]             3.62  8.0e-3   0.23   3.21   3.46    3.6   3.76   4.12  845.0    1.0
G[29]             3.54  8.3e-3   0.24   3.17   3.38   3.51   3.67    4.1  812.0    1.0
G[30]             2.98    0.01   0.29   2.53   2.79   2.95   3.14   3.63  680.0    1.0
G[31]              2.6  2.3e-3   0.08   2.45   2.55    2.6   2.65   2.75 1039.0    1.0
G[32]             2.69  9.8e-3   0.23   2.29   2.52   2.68   2.85   3.16  549.0   1.02
G[33]             2.69    0.01   0.22    2.3   2.53   2.68   2.83   3.14  452.0   1.01
G[34]              3.2    0.02   0.38    2.6   2.94   3.15   3.41   4.09  434.0   1.01
G[35]             2.51  5.7e-3   0.15   2.23    2.4   2.51   2.61   2.81  695.0    1.0
G[36]             3.34    0.01   0.24   2.95   3.18   3.32   3.48    3.9  423.0   1.01
G[37]             3.19    0.01   0.21   2.86   3.06   3.17    3.3   3.68  371.0   1.01
G[38]             2.83    0.02   0.68   1.61   2.33   2.81    3.3   4.21  812.0   1.01
G[39]             2.53  4.6e-3   0.12   2.29   2.45   2.52    2.6   2.77  682.0   1.01
G[40]             2.68  6.8e-3   0.18   2.36   2.56   2.67    2.8   3.06  690.0   1.01
G[41]             3.11  4.9e-3   0.13   2.87   3.02   3.11   3.19    3.4  728.0   1.01
G[42]             3.13  4.0e-3    0.1   2.95   3.06   3.13   3.19   3.35  660.0   1.01
G[43]             2.96    0.21   0.63   1.45   2.82   3.05   3.31   3.95    9.0   1.95
G[44]             2.62  3.7e-3   0.11   2.42   2.55   2.62    2.7   2.85  890.0    1.0
G[45]             3.26    0.02   0.46   2.39   2.96   3.25   3.55   4.25  498.0   1.01
G[46]             3.47    0.04   0.61   2.36   3.01   3.47   3.94   4.51  250.0   1.03
G[47]             3.13  3.4e-3    0.1   2.94   3.06   3.12   3.19   3.34  870.0   1.01
G[48]              2.8  8.4e-3    0.2   2.46   2.66   2.79   2.92   3.23  570.0   1.01
G[49]             3.72    0.01   0.29   3.26   3.52   3.68   3.88   4.39  610.0   1.01
G[50]             3.36  5.7e-3   0.18   3.02   3.24   3.36   3.47   3.73  950.0    1.0
G[51]             2.32  5.0e-3   0.11   2.14   2.24   2.31   2.39   2.55  462.0   1.01
G[52]             2.53  2.4e-3   0.08   2.39   2.48   2.53   2.58   2.68  967.0    1.0
G[53]             2.77  5.0e-3   0.14   2.49   2.68   2.77   2.86   3.05  813.0    1.0
G[54]             3.63  9.4e-3   0.25   3.21   3.46    3.6   3.77   4.17  688.0    1.0
G[55]             2.19    0.01   0.23   1.73   2.01   2.21   2.36   2.59  461.0   1.01
G[56]             3.26    0.03   0.59   2.17   2.87   3.25   3.64   4.42  296.0   1.02
G[57]             3.42    0.01   0.34   2.81   3.18   3.39   3.64   4.15  734.0    1.0
G[58]             2.91  4.7e-3   0.14   2.64   2.82   2.91    3.0   3.21  939.0    1.0
G[59]             5.14    0.01   0.36   4.51   4.89   5.12   5.36   5.91  737.0    1.0
G[60]             2.83  4.4e-3   0.14   2.57   2.74   2.82   2.92   3.15 1053.0   1.01
epsilon_std[1]   -0.53    0.02   0.19  -0.93  -0.66  -0.53  -0.41  -0.15  158.0   1.02
epsilon_std[2]    0.29    0.04   0.25   -0.2   0.11   0.29   0.46   0.78   51.0   1.07
epsilon_std[3]   -0.19    0.02   0.18  -0.56  -0.32  -0.19  -0.06   0.18   58.0   1.08
epsilon_std[4]   -1.45    0.03    0.5  -2.32  -1.78   -1.5  -1.17  -0.29  321.0   1.01
epsilon_std[5]    0.15    0.02   0.18  -0.22   0.04   0.15   0.27   0.49   69.0   1.05
epsilon_std[6]     0.3    0.03   0.25   -0.2   0.14    0.3   0.47    0.8   55.0   1.07
epsilon_std[7]   -1.32    0.02   0.24  -1.82  -1.48  -1.32  -1.15  -0.87  201.0   1.02
epsilon_std[8]   -0.09    0.02   0.18  -0.46  -0.21  -0.09   0.03   0.24   96.0   1.04
epsilon_std[9]   -0.15    0.02   0.23  -0.59   -0.3  -0.15 8.1e-3   0.29  106.0   1.02
epsilon_std[10]  -0.12    0.02   0.22  -0.54  -0.27  -0.13   0.02   0.32  136.0   1.03
epsilon_std[11]   0.24    0.02   0.18  -0.11   0.12   0.24   0.36   0.59   74.0   1.07
epsilon_std[12]  -0.59    0.02   0.21  -1.03  -0.73  -0.59  -0.44  -0.18  130.0   1.01
epsilon_std[13]  -1.32    0.02   0.22  -1.78  -1.47  -1.31  -1.16   -0.9  183.0   1.02
epsilon_std[14]   0.23    0.02   0.25  -0.28   0.05   0.23    0.4   0.69  107.0   1.04
epsilon_std[15]   0.23    0.01   0.16  -0.08   0.13   0.23   0.34   0.56  133.0   1.05
epsilon_std[16]  -0.48    0.02    0.2  -0.88  -0.61  -0.47  -0.34  -0.09  148.0   1.03
epsilon_std[17]   0.05    0.03   0.47  -0.91  -0.25   0.05   0.35   0.96  251.0   1.02
epsilon_std[18]  -0.13    0.01   0.17  -0.48  -0.24  -0.13  -0.02    0.2  148.0   1.04
epsilon_std[19]-2.7e-3    0.02   0.15   -0.3   -0.1-1.3e-3   0.09   0.29   64.0   1.07
epsilon_std[20]   0.19    0.02   0.18  -0.14   0.07   0.19   0.32   0.56  131.0   1.04
epsilon_std[21]  -0.04    0.02   0.24  -0.52   -0.2  -0.05   0.12   0.45  170.0   1.02
epsilon_std[22]   0.29    0.03   0.25   -0.2   0.12    0.3   0.47   0.79   56.0   1.06
epsilon_std[23]  -0.04    0.02   0.23   -0.5   -0.2  -0.05   0.12   0.42  166.0   1.03
epsilon_std[24]   0.18    0.02   0.18  -0.16   0.06   0.18    0.3   0.53   80.0   1.05
epsilon_std[25]  -0.73    0.02   0.24  -1.21  -0.89  -0.72  -0.56  -0.29  130.0   1.01
epsilon_std[26]   0.04    0.02   0.26  -0.45  -0.13   0.02   0.19   0.59  241.0   1.02
epsilon_std[27]   0.02    0.02   0.16  -0.31  -0.09   0.01   0.12   0.34   67.0   1.06
epsilon_std[28]  -0.34    0.03   0.25  -0.82  -0.53  -0.35  -0.17   0.14   81.0   1.06
epsilon_std[29]   0.31    0.02    0.2  -0.08   0.18   0.31   0.45   0.68  102.0   1.03
epsilon_std[30]  -0.21    0.02   0.23  -0.66  -0.36  -0.21  -0.05   0.22  101.0   1.02
epsilon_std[31]  -0.09    0.02   0.14  -0.37  -0.18  -0.09-1.7e-4    0.2   79.0   1.06
epsilon_std[32]  -0.44    0.02   0.18  -0.81  -0.55  -0.44  -0.31  -0.09  115.0   1.06
epsilon_std[33]  -0.44    0.02   0.18  -0.81  -0.56  -0.44  -0.31   -0.1   62.0   1.06
epsilon_std[34]  -0.26    0.02   0.21  -0.67  -0.39  -0.25  -0.12   0.15  113.0   1.03
epsilon_std[35]  -0.09    0.02    0.2  -0.47  -0.22  -0.09   0.05   0.29  101.0   1.04
epsilon_std[36]  -0.75    0.01   0.21  -1.17  -0.89  -0.75  -0.61  -0.35  250.0   1.01
epsilon_std[37]  -0.43    0.02   0.19  -0.82  -0.56  -0.43   -0.3  -0.09  114.0   1.07
epsilon_std[38]   0.24    0.03   0.25  -0.25   0.07   0.24   0.41   0.75   80.0   1.05
epsilon_std[39]   0.12    0.02   0.17   -0.2 7.6e-3   0.12   0.24   0.45   55.0   1.08
