Inference for Stan model: anon_model_33166e5bedadc9ad4e0a4c977d02af81.
4 chains, each with iter=12000; warmup=6000; thin=1; 
post-warmup draws per chain=6000, total post-warmup draws=24000.

                  mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
dnu[38]           4.73  4.2e-4 8.9e-3   4.71   4.72   4.73   4.73   4.75  441.0   1.02
dnu[39]           6.05  3.6e-4 7.5e-3   6.03   6.04   6.05   6.05   6.06  444.0   1.01
dnu[40]            5.5  3.8e-4 7.4e-3   5.48   5.49    5.5    5.5   5.51  370.0   1.01
dnu[41]           5.06  4.7e-4 7.1e-3   5.04   5.05   5.06   5.06   5.07  231.0   1.03
dnu[42]           6.63  6.0e-4   0.01   6.61   6.62   6.63   6.64   6.66  477.0   1.01
dnu[43]           5.14  2.7e-4 6.5e-3   5.12   5.13   5.14   5.14   5.15  580.0   1.01
dnu[44]           5.62  2.8e-4 6.3e-3   5.61   5.62   5.62   5.63   5.64  495.0   1.01
dnu[45]           5.35  3.2e-4 6.5e-3   5.33   5.34   5.35   5.35   5.36  419.0   1.01
dnu[46]           8.33  3.4e-4 8.3e-3   8.31   8.32   8.33   8.33   8.35  617.0    1.0
dnu[47]           6.89  3.5e-4 7.9e-3   6.87   6.88   6.89   6.89    6.9  506.0    1.0
dnu[48]           6.77  7.3e-4   0.01   6.74   6.76   6.77   6.77   6.79  286.0   1.02
dnu[49]           5.69  3.3e-4 6.9e-3   5.68   5.69   5.69    5.7   5.71  438.0   1.01
dnu[50]            4.8  6.0e-4   0.01   4.78   4.79    4.8   4.81   4.82  293.0   1.01
numax[1]         50.04    0.02   0.36  49.33  49.79  50.04  50.28  50.75  455.0    1.0
numax[2]         46.91    0.02   0.35   46.2  46.68  46.91  47.14  47.59  412.0    1.0
numax[3]         49.32    0.01   0.19  48.95   49.2  49.32  49.45  49.68  166.0   1.02
numax[4]         47.41    0.02   0.43  46.56  47.12  47.41  47.69  48.25  474.0   1.01
numax[5]         56.13  9.2e-3   0.19  55.75  55.99  56.12  56.25  56.52  451.0   1.01
numax[6]         54.17    0.02   0.44  53.32  53.88  54.16  54.44  55.07  393.0   1.01
numax[7]         65.09    0.01   0.26  64.57  64.91  65.09  65.26  65.58  432.0   1.01
numax[8]         58.96    0.02   0.42  58.12  58.67  58.96  59.24  59.81  339.0   1.01
numax[9]         60.54    0.02   0.37  59.82  60.29  60.55  60.79  61.27  426.0    1.0
numax[10]        52.01    0.02   0.29  51.46  51.81  52.01  52.21  52.58  333.0   1.01
numax[11]        46.67    0.02   0.37  45.92  46.43  46.67  46.92  47.39  477.0    1.0
numax[12]        53.19    0.01   0.28  52.64   53.0  53.19  53.38  53.72  584.0    1.0
numax[13]        65.03    0.01   0.22  64.61  64.88  65.03  65.18  65.44  463.0    1.0
numax[14]         49.5    0.02   0.34  48.84  49.26  49.49  49.72  50.16  362.0   1.02
numax[15]         46.7    0.02   0.37  45.97  46.45   46.7  46.95  47.44  344.0   1.01
numax[16]         52.4    0.01   0.29  51.83   52.2  52.41   52.6  52.97  525.0   1.01
numax[17]         45.5    0.02   0.37  44.78  45.25   45.5  45.74  46.21  281.0   1.02
numax[18]        60.31    0.02   0.32  59.67  60.09  60.31  60.53  60.93  366.0   1.01
numax[19]        91.57    0.01   0.27  91.04  91.39  91.57  91.76  92.09  380.0   1.01
numax[20]        74.22    0.01   0.32  73.58  74.01  74.22  74.43  74.84  549.0   1.01
numax[21]        66.53    0.02   0.39  65.75  66.27  66.54  66.79  67.27  534.0    1.0
numax[22]        46.97    0.01   0.26  46.46  46.79  46.97  47.15  47.47  423.0    1.0
numax[23]        76.76    0.02   0.45  75.88  76.46  76.76  77.07  77.64  382.0   1.01
numax[24]        71.16    0.02   0.46  70.27  70.84  71.15  71.47  72.05  438.0    1.0
numax[25]        49.76    0.02   0.41  48.96  49.48  49.76  50.05  50.56  486.0    1.0
numax[26]         54.1    0.01   0.28  53.55  53.92   54.1  54.29  54.66  447.0   1.01
numax[27]        61.37    0.01   0.25  60.87   61.2  61.37  61.53  61.86  438.0   1.01
numax[28]        45.88    0.03   0.44  44.98  45.59  45.89   46.2  46.72  287.0   1.01
numax[29]        75.77    0.01   0.22  75.33  75.62  75.77  75.92  76.22  470.0   1.01
numax[30]        45.26    0.01   0.24  44.78  45.11  45.27  45.43  45.72  489.0   1.01
numax[31]        47.81    0.02   0.35  47.12  47.57   47.8  48.04   48.5  413.0    1.0
numax[32]         47.5    0.01   0.28  46.96  47.32   47.5  47.69  48.04  434.0   1.01
numax[33]        46.69    0.02   0.31  46.08  46.47  46.69   46.9  47.29  410.0    1.0
numax[34]        50.78    0.02    0.4  49.98   50.5  50.79  51.05  51.53  324.0   1.01
numax[35]        74.27    0.03    0.6  73.13  73.86  74.26  74.66  75.47  299.0   1.01
numax[36]        45.34    0.02   0.35  44.66   45.1  45.34  45.57  46.04  460.0   1.01
numax[37]        55.42    0.02   0.36  54.71  55.18  55.42  55.67  56.12  471.0   1.01
numax[38]        45.77    0.02   0.39   45.0  45.52  45.77  46.03  46.56  363.0   1.03
numax[39]        61.97    0.01    0.3  61.38  61.76  61.97  62.17  62.57  585.0    1.0
numax[40]        57.56    0.02   0.36  56.83  57.32  57.56  57.81  58.27  411.0   1.01
numax[41]        47.86    0.02   0.33  47.21  47.64  47.85  48.08   48.5  226.0   1.03
numax[42]         87.0    0.03   0.62  85.78  86.58   87.0  87.42  88.18  397.0   1.01
numax[43]        53.15    0.01   0.28  52.61  52.96  53.15  53.34  53.68  619.0    1.0
numax[44]        60.54    0.02   0.38  59.79  60.29  60.55  60.81  61.27  440.0   1.02
numax[45]        54.11    0.01   0.29  53.55  53.91   54.1   54.3  54.69  474.0   1.01
numax[46]        91.66    0.01    0.3  91.07  91.46  91.66  91.86  92.24  508.0   1.01
numax[47]        80.89    0.02   0.32  80.26  80.67   80.9  81.11  81.52  350.0   1.01
numax[48]        71.79    0.03   0.44  70.92   71.5  71.78  72.08  72.65  304.0   1.01
numax[49]        61.41    0.02   0.41  60.61  61.14  61.42  61.69  62.21  413.0   1.01
numax[50]        47.21    0.01   0.31   46.6  47.01  47.21  47.42   47.8  541.0    1.0
phi[1]            0.83    0.24   0.87  -0.04   0.32   0.52   0.81   3.06   13.0   1.57
phi[2]            1.41    0.44   0.66   0.69   0.96   1.14   1.67   2.94    2.0   2.79
phi[3]           -0.35  7.6e-3    0.1  -0.55  -0.42  -0.35  -0.28  -0.16  170.0   1.02
phi[4]           -0.19    0.01   0.31  -0.79  -0.39   -0.2 1.5e-3   0.44  462.0   1.01
phi[5]            1.78    0.01   0.19   1.42   1.65   1.78    1.9   2.16  340.0   1.01
phi[6]            0.49    0.46   1.26   -2.8   0.53   0.87   1.13   1.57    7.0   2.39
phi[7]            2.32    0.02   0.33    1.7   2.07    2.3   2.56   2.95  238.0   1.02
phi[8]            1.25    0.01   0.24   0.81    1.1   1.24    1.4   1.75  337.0   1.01
phi[9]            1.98    0.01   0.24   1.45   1.84    2.0   2.15   2.43  355.0   1.01
phi[10]           1.78    0.01   0.19   1.41   1.65   1.78   1.91   2.15  312.0   1.01
phi[11]            1.1    0.01   0.28   0.53   0.91    1.1   1.29   1.64  537.0    1.0
phi[12]           1.33    0.01   0.26   0.83   1.14   1.33    1.5   1.86  360.0    1.0
phi[13]           2.13  9.3e-3   0.16   1.82   2.02   2.13   2.24   2.44  294.0   1.01
phi[14]           0.78  9.4e-3   0.21   0.36   0.64   0.78   0.92   1.19  497.0   1.01
phi[15]           1.11    0.01   0.28   0.58   0.93   1.11   1.29   1.68  448.0   1.01
phi[16]            1.6    0.15   0.34   0.83   1.38   1.63   1.85   2.18    5.0   1.32
phi[17]           0.25    0.01   0.22  -0.19    0.1   0.25   0.39   0.67  441.0   1.01
phi[18]           1.62  8.4e-3   0.16   1.32   1.51   1.61   1.72   1.93  353.0   1.01
phi[19]           1.62  5.3e-3   0.09   1.43   1.56   1.62   1.68    1.8  302.0   1.01
phi[20]           1.01    0.96   1.37  -1.56   0.16   1.71   1.87   2.12    2.0   8.51
phi[21]          -0.26    0.95   1.37  -2.93  -1.12   0.38   0.62   1.05    2.0   5.32
phi[22]           1.33  9.9e-3    0.2   0.94    1.2   1.33   1.46   1.72  401.0   1.01
phi[23]           1.71    0.01   0.19   1.34   1.58   1.71   1.84    2.1  324.0   1.01
phi[24]           0.43    0.02   0.36  -0.31   0.19   0.44   0.68   1.09  379.0   1.01
phi[25]           0.09    0.01   0.26   -0.4  -0.08   0.09   0.26   0.62  456.0   1.01
phi[26]           0.41    0.96   1.62  -2.63  -0.66   -0.3   2.35   3.08    3.0   2.57
phi[27]           1.24    0.96   1.37  -1.35   0.65   1.95   2.11   2.37    2.0   7.96
phi[28]           0.44    0.01   0.26  -0.09   0.26   0.45   0.62   0.93  337.0   1.01
phi[29]           2.37  6.6e-3   0.13   2.12   2.29   2.37   2.46   2.63  376.0   1.01
phi[30]           1.78    0.38   1.31  -1.56   1.28    1.5   1.77   4.79   12.0   1.48
phi[31]           1.44    0.02   0.29    0.8   1.27   1.46   1.63   1.95  136.0   1.04
phi[32]            1.6    1.39    2.1  -2.27   0.98   1.45    3.1   4.92    2.0   3.58
phi[33]           1.21    0.26   0.63    0.4   0.79   1.01   1.38   2.71    6.0   1.51
phi[34]           1.36    0.01   0.29    0.8   1.16   1.35   1.55   1.94  411.0   1.01
phi[35]           1.19    0.01    0.2   0.79   1.05    1.2   1.33   1.59  287.0   1.01
phi[36]          -0.14    0.02   0.35  -0.75  -0.38  -0.17   0.07   0.66  233.0   1.01
phi[37]           1.66    0.01   0.21   1.26   1.52   1.66    1.8   2.07  359.0   1.02
phi[38]           0.98    0.01   0.26   0.47    0.8   0.97   1.15    1.5  422.0   1.02
phi[39]            1.2    0.96    1.4  -1.57   0.63    1.8    2.1   2.74    2.0   3.97
phi[40]           0.88    0.01   0.24   0.43   0.71   0.87   1.04   1.34  494.0   1.01
phi[41]           1.72    0.01   0.23   1.26   1.57   1.72   1.87   2.16  262.0   1.02
phi[42]            2.7    0.01   0.25    2.2   2.53    2.7   2.87   3.19  408.0   1.01
phi[43]           1.32    0.01   0.28   0.78   1.12   1.32   1.51   1.86  383.0   1.01
phi[44]           1.24    0.62   1.05  -0.49  -0.04    1.8   2.07   2.41    3.0   2.81
phi[45]           0.86    1.62   2.64   -5.4  -0.66   2.33   2.73   3.43    3.0   2.23
phi[46]           2.37    0.02   0.18   1.97   2.26   2.38   2.49    2.7  107.0   1.05
phi[47]            1.8  9.6e-3   0.16   1.47   1.69    1.8   1.91   2.11  297.0   1.01
phi[48]           1.83    0.01   0.17   1.49   1.72   1.83   1.95   2.16  268.0   1.02
phi[49]           1.62    0.01   0.24   1.11   1.47   1.63   1.78   2.08  296.0   1.01
phi[50]           0.74    0.02   0.37   0.04   0.48   0.72   0.99   1.51  598.0   1.01
G[1]               2.6    0.11   0.46   1.56   2.41   2.73   2.91   3.24   17.0   1.38
G[2]              2.58    0.42   0.62   1.48    2.0   2.86    3.0   3.23    2.0   4.53
G[3]              2.91  6.4e-4   0.02   2.88    2.9   2.91   2.92   2.94  625.0   1.01
G[4]               3.1    0.01   0.31    2.6   2.91   3.07   3.27   3.79  538.0    1.0
G[5]              2.18  4.3e-3   0.09   2.05   2.11   2.17   2.24   2.36  386.0   1.01
G[6]               2.7    0.03   0.48   2.13   2.37   2.58   2.87   4.04  297.0   1.01
G[7]              2.89    0.03   0.43   2.18   2.58   2.86   3.15   3.83  227.0   1.02
G[8]              3.77    0.02   0.46   2.88   3.48   3.76   4.06   4.69  433.0   1.01
G[9]              2.26  6.8e-3   0.12   2.08   2.17   2.24   2.32   2.54  312.0   1.02
G[10]             2.79    0.04   0.56   2.14   2.36   2.61   3.11   4.17  249.0   1.01
G[11]              2.7  5.3e-3   0.13   2.45   2.62    2.7   2.79   2.96  612.0   1.01
G[12]             3.03  9.7e-3   0.21   2.69   2.89   3.01   3.15   3.51  469.0   1.01
G[13]             2.22  5.9e-3    0.1   2.06   2.14   2.21   2.28   2.44  293.0   1.01
G[14]             4.15    0.01   0.34   3.58   3.91   4.12   4.36   4.91  595.0   1.01
G[15]             2.72  4.9e-3   0.13   2.46   2.63   2.72    2.8   2.96  648.0   1.01
G[16]             2.45    0.35   0.51   1.55    2.0   2.65   2.78   3.08    2.0   3.61
G[17]             3.11  6.8e-3   0.13   2.89   3.02   3.09   3.18    3.4  375.0    1.0
G[18]             3.61  9.5e-3   0.22    3.2   3.47    3.6   3.75   4.09  565.0   1.01
G[19]             4.19    0.03   0.43   3.48   3.88   4.15   4.46   5.15  159.0   1.04
G[20]             2.67    0.01   0.22   2.26   2.52   2.66    2.8   3.17  298.0   1.01
G[21]             3.54    0.02   0.36    2.9    3.3   3.52   3.74   4.32  417.0   1.02
G[22]             2.37  5.3e-3   0.12   2.14   2.29   2.37   2.45    2.6  477.0   1.01
G[23]             2.66  9.1e-3   0.19   2.31   2.53   2.65   2.77   3.05  418.0    1.0
G[24]             3.32    0.01   0.22   2.95   3.17    3.3   3.45    3.8  424.0   1.01
G[25]             3.97    0.01   0.28   3.47   3.79   3.96   4.14   4.56  613.0   1.01
G[26]             2.61    0.07   0.38   1.58   2.51   2.68   2.84   3.17   29.0   1.18
G[27]             2.62  4.4e-3   0.11   2.41   2.56   2.62   2.69   2.84  589.0   1.02
G[28]             2.85  5.6e-3   0.15   2.57   2.75   2.85   2.95   3.14  694.0    1.0
G[29]             2.52  5.0e-3    0.1   2.31   2.45   2.52   2.59   2.73  442.0   1.01
G[30]             2.99    0.09   0.61   1.52   2.69   3.05   3.39   4.03   45.0    1.1
G[31]             2.91    0.12   0.48    1.5   2.77   2.95   3.15    3.7   15.0   1.27
G[32]             2.64    0.76   1.12   0.73   1.86   3.06   3.38   4.09    2.0   3.55
G[33]              2.5    0.21   0.48   1.54   2.38   2.65   2.83   3.17    5.0   1.52
G[34]             2.55  6.1e-3   0.15   2.26   2.45   2.54   2.64   2.88  631.0   1.01
G[35]             4.26    0.02   0.41   3.54   3.96   4.24   4.54   5.13  470.0   1.01
G[36]             2.99    0.02   0.22   2.65   2.85   2.96   3.09   3.55  143.0   1.02
G[37]             2.89  7.2e-3   0.12   2.71   2.81   2.88   2.95   3.15  268.0   1.01
G[38]             2.76  6.2e-3   0.14   2.52   2.66   2.74   2.83   3.07  489.0   1.02
G[39]             3.17    0.02   0.43   2.42   2.87   3.13   3.43    4.1  620.0    1.0
G[40]             2.89  5.7e-3   0.13   2.62   2.81    2.9   2.98   3.14  529.0   1.01
G[41]             2.27  4.7e-3   0.11   2.08   2.18   2.27   2.35    2.5  566.0   1.01
G[42]             2.52  2.2e-3   0.08   2.38   2.47   2.52   2.57   2.68 1183.0   1.01
G[43]             3.03    0.01   0.22   2.68   2.88    3.0   3.16   3.51  381.0   1.01
G[44]             2.84    0.49   0.83   2.08   2.19   2.33   3.83   4.27    3.0   2.91
G[45]             2.68    0.04   0.32   1.66   2.55    2.7   2.86    3.2   78.0   1.04
G[46]             2.69    0.05   0.34   2.13   2.45   2.66   2.89   3.45   46.0   1.08
G[47]             3.03  5.3e-3    0.1   2.83   2.96   3.02   3.09   3.25  389.0    1.0
G[48]             2.79    0.02   0.41   2.17   2.47   2.74   3.05    3.7  336.0    1.0
G[49]             2.78  7.1e-3   0.14   2.51   2.68   2.77   2.86   3.08  387.0   1.01
G[50]             3.19    0.02   0.39   2.55    2.9   3.14   3.43   4.07  518.0   1.01
epsilon_std[1]   -0.36    0.03   0.18  -0.78  -0.47  -0.36  -0.23  -0.04   34.0   1.09
epsilon_std[2]   -0.12    0.03    0.2  -0.59  -0.24  -0.12 5.7e-3   0.28   38.0   1.08
epsilon_std[3]   -3.94    0.05   0.53   -5.0   -4.3  -3.94  -3.58  -2.89  129.0   1.01
epsilon_std[4]   -0.18    0.03   0.19  -0.57   -0.3  -0.18  -0.05   0.17   36.0   1.09
epsilon_std[5]    -0.1    0.04   0.17  -0.47  -0.21   -0.1   0.01   0.21   23.0   1.17
epsilon_std[6]    -0.3    0.03    0.2  -0.69  -0.42  -0.29  -0.16    0.1   35.0   1.09
epsilon_std[7]  4.0e-3    0.04   0.19  -0.38  -0.12   0.02   0.13   0.35   25.0   1.18
epsilon_std[8]   -0.08    0.04   0.19  -0.48  -0.21  -0.08   0.05   0.29   30.0   1.14
epsilon_std[9]   -0.11    0.03   0.17  -0.45  -0.21   -0.1 4.5e-3    0.2   24.0   1.16
epsilon_std[10]  -0.14    0.03   0.17  -0.49  -0.25  -0.14  -0.03   0.19   30.0   1.11
epsilon_std[11]  -0.14    0.03    0.2  -0.55  -0.26  -0.15  -0.01   0.25   48.0   1.06
epsilon_std[12]   -0.4    0.03   0.17  -0.78  -0.51   -0.4  -0.29  -0.08   29.0   1.11
epsilon_std[13]   0.05    0.04    0.2  -0.37  -0.09   0.06   0.18   0.42   25.0   1.17
epsilon_std[14]   0.11    0.03   0.18  -0.27 2.2e-3    0.1   0.23   0.46   38.0   1.09
epsilon_std[15]  -0.14    0.03    0.2  -0.55  -0.26  -0.15  -0.02   0.26   48.0   1.05
epsilon_std[16]  -0.04    0.03   0.17  -0.39  -0.14  -0.04   0.07   0.28   32.0    1.1
epsilon_std[17]  -0.56    0.03   0.19  -0.98  -0.69  -0.56  -0.44  -0.19   38.0   1.06
epsilon_std[18]  -0.07    0.04   0.18  -0.44  -0.19  -0.07   0.06   0.28   26.0   1.16
epsilon_std[19]   0.16    0.06   0.29   -0.4  -0.03   0.17   0.36   0.75   23.0   1.16
epsilon_std[20]   0.05    0.04   0.21  -0.37  -0.09   0.07    0.2   0.47   25.0   1.17
epsilon_std[21]  -0.14    0.03   0.18  -0.51  -0.26  -0.13-8.0e-3   0.18   27.0   1.15
epsilon_std[22]   0.04    0.03   0.18  -0.35  -0.08   0.03   0.15    0.4   37.0   1.09
epsilon_std[23]   0.14    0.05   0.23  -0.33  -0.02   0.16   0.29   0.59   23.0   1.19
epsilon_std[24]  -0.49    0.03   0.19  -0.84  -0.62  -0.48  -0.36  -0.13   29.0   1.13
epsilon_std[25]  -0.15    0.03   0.19  -0.55  -0.26  -0.15  -0.02   0.21   35.0    1.1
epsilon_std[26]   0.02    0.03   0.17  -0.33  -0.09   0.02   0.13   0.33   28.0   1.12
epsilon_std[27]  -0.05    0.03   0.17  -0.38  -0.16  -0.04   0.06   0.26   24.0   1.17
epsilon_std[28]  -0.57    0.03    0.2  -0.98  -0.69  -0.57  -0.44  -0.18   41.0   1.07
epsilon_std[29]   0.04    0.04   0.21   -0.4  -0.11   0.05   0.18   0.44   25.0   1.17
epsilon_std[30]  -0.14    0.03   0.18  -0.51  -0.25  -0.15  -0.02   0.22   39.0   1.09
epsilon_std[31]  -0.28    0.03    0.2  -0.68  -0.41  -0.28  -0.14    0.1   40.0   1.07
epsilon_std[32]  -0.42    0.03   0.19  -0.81  -0.55  -0.43   -0.3  -0.06   35.0   1.09
epsilon_std[33]   -0.1    0.03   0.19  -0.49  -0.21  -0.11   0.03   0.29   45.0   1.07
epsilon_std[34]  -0.12    0.03   0.18  -0.52  -0.23  -0.13 1.3e-3   0.25   35.0   1.08
epsilon_std[35]   0.09    0.04   0.22  -0.37  -0.05   0.11   0.24   0.49   26.0   1.14
epsilon_std[36]   3.93    0.05   0.49   3.03   3.61   3.91   4.24   4.94  117.0   1.03
epsilon_std[37]  -0.06    0.03   0.17  -0.43  -0.16  -0.06   0.06   0.27   31.0    1.1
epsilon_std[38]   -0.5    0.03   0.19   -0.9  -0.62   -0.5  -0.38  -0.13   42.0   1.07
epsilon_std[39]  -0.04    0.03   0.17   -0.4  -0.15  -0.03   0.08   0.28   25.0   1.16
epsilon_std[40]   -0.3    0.03   0.17  -0.67  -0.39   -0.3  -0.18   0.03   28.0   1.13
epsilon_std[41]  -0.22    0.03   0.18  -0.61  -0.33  -0.23   -0.1   0.12   29.0   1.12
epsilon_std[42]   3.73    0.05   0.46   2.87   3.42   3.71   4.01   4.73   92.0   1.05
epsilon_std[43]   -0.4    0.03   0.16  -0.75   -0.5   -0.4  -0.29  -0.08   29.0   1.12
epsilon_std[44]   -0.1    0.03   0.17  -0.44  -0.21   -0.1 9.7e-3   0.21   27.0   1.15
epsilon_std[45]   0.02    0.03   0.17  -0.34  -0.09   0.01   0.13   0.34   28.0   1.12
epsilon_std[46]   0.21    0.05   0.29  -0.36   0.02   0.22    0.4   0.79   27.0   1.16
epsilon_std[47]  -0.28    0.04   0.21  -0.75  -0.42  -0.27  -0.12   0.11   26.0   1.16
epsilon_std[48]  -0.18    0.04   0.22  -0.63  -0.33  -0.17  -0.03   0.24   27.0   1.15
epsilon_std[49]   0.18    0.03   0.18   -0.2   0.07   0.19    0.3   0.52   27.0   1.14
epsilon_std[50]  -0.67    0.03    0.2  -1.09  -0.81  -0.68  -0.53  -0.28   38.0   1.09
eps_std           0.22  1.9e-3   0.02   0.18    0.2   0.22   0.23   0.27  161.0   1.02
epsA             -0.01    0.03   0.21  -0.42  -0.15-9.6e-3   0.12   0.41   61.0   1.06
epsB              0.07    0.02   0.12  -0.16-8.2e-3   0.07   0.15   0.31   61.0   1.08
alpha_std[1]     -0.01    0.02   0.13  -0.26   -0.1  -0.02   0.07   0.25   42.0   1.06
alpha_std[2]     -0.06    0.02   0.13  -0.31  -0.15  -0.06   0.03   0.21   40.0   1.05
alpha_std[3]      6.84    0.04   0.67   5.51    6.4   6.85    7.3   8.11  253.0   1.03
alpha_std[4]      0.11    0.02   0.14  -0.16   0.01   0.11    0.2   0.39   51.0   1.04
alpha_std[5]      0.17    0.02   0.11  -0.04   0.09   0.17   0.25   0.41   36.0   1.06
alpha_std[6]      0.15    0.02   0.15  -0.14   0.04   0.14   0.25   0.45   57.0   1.04
alpha_std[7]      0.23    0.02   0.12-1.0e-3   0.14   0.22    0.3   0.49   42.0   1.06
alpha_std[8]      0.31    0.02   0.17 2.3e-3   0.19   0.29   0.41   0.66   83.0   1.04
alpha_std[9]     -0.09    0.02   0.12  -0.32  -0.17  -0.09  -0.02   0.14   37.0   1.06
alpha_std[10]     0.24    0.02   0.19  -0.08   0.11   0.22   0.36   0.69  117.0   1.03
alpha_std[11]     0.09    0.02   0.13  -0.16 3.0e-3   0.09   0.18   0.35   44.0   1.05
alpha_std[12]    -0.09    0.02   0.12  -0.33  -0.18  -0.09-9.8e-3   0.15   36.0   1.06
alpha_std[13]     0.16    0.02   0.11  -0.04   0.08   0.17   0.24   0.39   35.0   1.07
alpha_std[14]     -0.1    0.02   0.12  -0.33  -0.18   -0.1  -0.02   0.14   36.0   1.06
alpha_std[15]     0.09    0.02   0.13  -0.15 1.6e-3   0.09   0.18   0.36   40.0   1.06
alpha_std[16]    -0.04    0.02   0.12  -0.27  -0.12  -0.04   0.04   0.21   37.0   1.06
alpha_std[17]     0.04    0.02   0.13  -0.19  -0.05   0.04   0.12    0.3   37.0   1.06
alpha_std[18]     0.33    0.02   0.12   0.11   0.25   0.33   0.41   0.58   42.0   1.05
alpha_std[19]     0.33    0.02   0.18   0.02    0.2   0.31   0.44   0.71   80.0   1.07
alpha_std[20]     0.08    0.02   0.12  -0.14 4.0e-3   0.08   0.16   0.32   40.0   1.05
alpha_std[21]     0.02    0.02   0.12  -0.21  -0.06   0.02   0.09   0.27   38.0   1.06
alpha_std[22]     0.11    0.02   0.13  -0.15   0.02   0.11   0.19   0.37   42.0   1.05
alpha_std[23]     0.12    0.02   0.11  -0.09   0.05   0.12    0.2   0.34   38.0   1.06
alpha_std[24]    -0.03    0.02   0.12  -0.26  -0.11  -0.03   0.04    0.2   36.0   1.06
